       4	15000
       9	14600
      14	15800
      19	15000
      24	15900
      29	17500
      34	16400
      39	15600
      44	16300
      49	16500
      54	16900
      59	16700
      64	17300
      69	17400
      74	17700
      79	18000
      84	17500
      89	23000
      94	18800
      99	18700
     104	19000
     109	19400
     114	19600
     119	20100
     124	20000
     129	20200
     134	20300
     139	20500
     144	21200
     149	21800
     154	21500
     159	21700
     164	22600
     169	22500
     174	22800
     179	23400
     184	23000
     189	23400
     194	23900
     199	23900
     204	23200
     209	23000
     214	23600
     219	23600
     224	24000
     229	24100
     234	24200
     239	24600
     244	24900
     249	25600
     254	25700
     259	25800
     264	26300
     269	26400
     274	26700
     279	31200
     284	27300
     289	27100
     294	27600
     299	28000
     304	27400
     309	27300
     314	46100
     319	28400
     324	28300
     329	29100
     334	28200
     339	28700
     344	29300
     349	29800
     354	29600
     359	30100
     364	30700
     369	30400
     374	31100
     379	31400
     384	31700
     389	49200
     394	43000
     399	31900
     404	31800
     409	31900
     414	32000
     419	32200
     424	32400
     429	32700
     434	32700
     439	33100
     444	33800
     449	33900
     454	34000
     459	34600
     464	34200
     469	34600
     474	34500
     479	35600
     484	35300
     489	35100
     494	36500
     499	36700
     504	35300
     509	35600
     514	35700
     519	36000
     524	40000
     529	35800
     534	36500
     539	37200
     544	37500
     549	37800
     554	39100
     559	38300
     564	37600
     569	38500
     574	38100
     579	39300
     584	39500
     589	40100
     594	40100
     599	40700
     604	39800
     609	40100
     614	39600
     619	40700
     624	40700
     629	40400
     634	41200
     639	41200
     644	40800
     649	41700
     654	41900
     659	42700
     664	42500
     669	42900
     674	43000
     679	42400
     684	43600
     689	44100
     694	42900
     699	44400
     704	43500
     709	43900
     714	43900
     719	43000
     724	44400
     729	45000
     734	44200
     739	45400
     744	45200
     749	45900
     754	45100
     759	46300
     764	45700
     769	47200
     774	58900
     779	47500
     784	48100
     789	47200
     794	48500
     799	48900
     804	47500
     809	48100
     814	47200
     819	48500
     824	48900
     829	48000
     834	48200
     839	49600
     844	49800
     849	50800
     854	59600
     859	50600
     864	51100
     869	52100
     874	51600
     879	51600
     884	51900
     889	52500
     894	52400
     899	53000
     904	57300
     909	52300
     914	52400
     919	52800
     924	52900
     929	52000
     934	52100
     939	53600
     944	54000
     949	54400
     954	55000
     959	54500
     964	55100
     969	55100
     974	54900
     979	55800
     984	56000
     989	57300
     994	54600
     999	57000
    1004	57300
    1009	58100
    1014	58200
    1019	58300
    1024	59100
    1029	58900
    1034	59100
    1039	59500
    1044	59800
    1049	60300
    1054	60600
    1059	60800
    1064	61100
    1069	61900
    1074	61600
    1079	62000
    1084	62700
    1089	62700
    1094	63300
    1099	63700
    1104	62500
    1109	63600
    1114	63000
    1119	63500
    1124	63800
    1129	64300
    1134	64700
    1139	65500
    1144	65200
    1149	65900
    1154	64400
    1159	66600
    1164	66700
    1169	66500
    1174	66900
    1179	67900
    1184	79600
    1189	67200
    1194	67800
    1199	68600
    1204	68500
    1209	68200
    1214	68800
    1219	67500
    1224	68200
    1229	69500
    1234	70100
    1239	70000
    1244	70500
    1249	71000
    1254	71000
    1259	71800
    1264	72000
    1269	72000
    1274	72600
    1279	72600
    1284	73000
    1289	100200
    1294	73800
    1299	98000
    1304	73500
    1309	73400
    1314	73700
    1319	74500
    1324	74500
    1329	74700
    1334	75100
    1339	75500
    1344	75400
    1349	75800
    1354	74900
    1359	76700
    1364	77600
    1369	77300
    1374	77400
    1379	77900
    1384	76900
    1389	78400
    1394	78300
    1399	79200
    1404	78100
    1409	77700
    1414	79000
    1419	77100
    1424	77300
    1429	80100
    1434	80000
    1439	80300
    1444	81500
    1449	81300
    1454	81500
    1459	81700
    1464	82600
    1469	82600
    1474	82900
    1479	83000
    1484	83600
    1489	83500
    1494	83700
    1499	84300
    1504	83200
    1509	83700
    1514	84000
    1519	84600
    1524	84600
    1529	84900
    1534	84900
    1539	84200
    1544	85800
    1549	86800
    1554	86500
    1559	86900
    1564	85800
    1569	88300
    1574	87800
    1579	87800
    1584	88400
    1589	89300
    1594	89200
    1599	89400
    1604	88700
    1609	88900
    1614	89200
    1619	89200
    1624	90300
    1629	90300
    1634	90200
    1639	88500
    1644	90900
    1649	91400
    1654	92000
    1659	91900
    1664	91600
    1669	92900
    1674	91600
    1679	93200
    1684	92100
    1689	93200
    1694	94100
    1699	94400
    1704	93700
    1709	92500
    1714	94200
    1719	94500
    1724	94600
    1729	95400
    1734	95700
    1739	95600
    1744	96500
    1749	96600
    1754	96900
    1759	97300
    1764	97600
    1769	98000
    1774	98400
    1779	98300
    1784	98400
    1789	99000
    1794	99400
    1799	99800
    1804	98500
    1809	99700
    1814	99700
    1819	100000
